participant_id,transcript,question,domain,order,section,section_is_4,p
p-0468,20,Prefix-sum,coding,0,1,0,0.4
p-0468,20,Prefix-sum,coding,0,4,1,0.35
p-0469,20,Prefix-sum,coding,0,1,0,0.75
p-0469,20,Prefix-sum,coding,0,4,1,0.55
p-0470,15,Database deletion,coding,1,1,0,0.8
p-0470,15,Database deletion,coding,1,4,1,0.95
p-0471,14,Rust,coding,1,1,0,0.8
p-0471,14,Rust,coding,1,4,1,0.95
p-0472,5,Graviational Lens Modelling,astrophysics,1,1,0,0.52
p-0472,5,Graviational Lens Modelling,astrophysics,1,4,1,0.45
p-0473,13,Rust,coding,1,1,0,0.5
p-0473,13,Rust,coding,1,4,1,0.77
p-0474,14,Rust,coding,1,1,0,0.79
p-0474,14,Rust,coding,1,4,1,0.5
p-0475,5,Graviational Lens Modelling,astrophysics,1,1,0,0.75
p-0475,5,Graviational Lens Modelling,astrophysics,1,4,1,0.8
p-0476,20,Prefix-sum,coding,0,1,0,0.45
p-0476,20,Prefix-sum,coding,0,4,1,0.33
p-0477,24,Switch,brainteasers,1,1,0,0.5
p-0477,24,Switch,brainteasers,1,4,1,0.29
p-0478,13,Rust,coding,0,1,0,0.5
p-0478,13,Rust,coding,0,4,1,0.36
p-0479,11,Little Red Dots,astrophysics,1,1,0,0.6
p-0479,11,Little Red Dots,astrophysics,1,4,1,0.73
p-0480,22,Probability puzzle,brainteasers,1,1,0,0.1
p-0480,22,Probability puzzle,brainteasers,1,4,1,0.01
p-0481,18,ORM library,coding,0,1,0,0.3
p-0481,18,ORM library,coding,0,4,1,0.6
p-0482,1,Bergs,brainteasers,0,1,0,0.95
p-0482,1,Bergs,brainteasers,0,4,1,0.99
p-0483,24,Switch,brainteasers,1,1,0,0.6
p-0483,24,Switch,brainteasers,1,4,1,0.6
p-0484,14,Rust,coding,0,1,0,0.5
p-0484,14,Rust,coding,0,4,1,0.42
p-0485,7,Internal Temperature of Stars,brainteasers,1,1,0,0.7
p-0485,7,Internal Temperature of Stars,brainteasers,1,4,1,0.82
p-0486,24,Switch,brainteasers,0,1,0,0.24
p-0486,24,Switch,brainteasers,0,4,1,0.45
p-0487,16,Database deletion,coding,0,1,0,0.38
p-0487,16,Database deletion,coding,0,4,1,0.28
p-0488,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-0488,10,Large Linear Structure,astrophysics,1,4,1,0.3
p-0489,20,Prefix-sum,coding,1,1,0,0.6
p-0489,20,Prefix-sum,coding,1,4,1,0.35
p-0490,8,Internal Temperature of Stars,brainteasers,1,1,0,0.62
p-0490,8,Internal Temperature of Stars,brainteasers,1,4,1,0.5
p-0491,14,Rust,coding,1,1,0,0.5
p-0491,14,Rust,coding,1,4,1,0.4
p-0492,1,Bergs,brainteasers,0,1,0,0.85
p-0492,1,Bergs,brainteasers,0,4,1,0.78
p-0493,15,Database deletion,coding,1,1,0,0.2
p-0493,15,Database deletion,coding,1,4,1,0.8
p-0494,14,Rust,coding,1,1,0,0.5
p-0494,14,Rust,coding,1,4,1,0.25
p-0495,10,Large Linear Structure,astrophysics,0,1,0,0.5
p-0495,10,Large Linear Structure,astrophysics,0,4,1,0.6
p-0496,7,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0496,7,Internal Temperature of Stars,brainteasers,0,4,1,0.4
p-0497,20,Prefix-sum,coding,1,1,0,0.4
p-0497,20,Prefix-sum,coding,1,4,1,0.47
p-0498,21,Probability puzzle,brainteasers,1,1,0,0.5
p-0498,21,Probability puzzle,brainteasers,1,4,1,0.99
p-0499,8,Internal Temperature of Stars,brainteasers,1,1,0,0.55
p-0499,8,Internal Temperature of Stars,brainteasers,1,4,1,0.7
p-0500,17,ORM library,coding,1,1,0,0.5
p-0500,17,ORM library,coding,1,4,1,0.7
p-0501,7,Internal Temperature of Stars,brainteasers,1,1,0,0.85
p-0501,7,Internal Temperature of Stars,brainteasers,1,4,1,0.89
p-0502,1,Bergs,brainteasers,1,1,0,0.4
p-0502,1,Bergs,brainteasers,1,4,1,0.45
p-0503,6,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0503,6,Graviational Lens Modelling,astrophysics,0,4,1,0.6
p-0504,10,Large Linear Structure,astrophysics,0,1,0,0.3
p-0504,10,Large Linear Structure,astrophysics,0,4,1,0.48
p-0505,1,Bergs,brainteasers,1,1,0,0.45
p-0505,1,Bergs,brainteasers,1,4,1,0.15
p-0506,22,Probability puzzle,brainteasers,0,1,0,0.25
p-0506,22,Probability puzzle,brainteasers,0,4,1,0.1
p-0507,12,Little Red Dots,astrophysics,1,1,0,0.65
p-0507,12,Little Red Dots,astrophysics,1,4,1,0.48
p-0508,13,Rust,coding,1,1,0,0.5
p-0508,13,Rust,coding,1,4,1,0.7
p-0509,14,Rust,coding,0,1,0,0.49
p-0509,14,Rust,coding,0,4,1,0.75
p-0510,7,Internal Temperature of Stars,brainteasers,1,1,0,0.25
p-0510,7,Internal Temperature of Stars,brainteasers,1,4,1,0.75
p-0511,2,Bergs,brainteasers,1,1,0,0.75
p-0511,2,Bergs,brainteasers,1,4,1,0.3
p-0512,23,Switch,brainteasers,0,1,0,0.65
p-0512,23,Switch,brainteasers,0,4,1,0.5
p-0513,5,Graviational Lens Modelling,astrophysics,1,1,0,0.21
p-0513,5,Graviational Lens Modelling,astrophysics,1,4,1,0.75
p-0514,7,Internal Temperature of Stars,brainteasers,1,1,0,0.9
p-0514,7,Internal Temperature of Stars,brainteasers,1,4,1,0.95
p-0515,24,Switch,brainteasers,0,1,0,0.8
p-0515,24,Switch,brainteasers,0,4,1,0.85
p-0516,6,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0516,6,Graviational Lens Modelling,astrophysics,0,4,1,0.28
p-0517,18,ORM library,coding,1,1,0,0.46
p-0517,18,ORM library,coding,1,4,1,0.54
p-0518,14,Rust,coding,1,1,0,0.56
p-0518,14,Rust,coding,1,4,1,0.45
p-0519,3,Early Universe Galaxies,astrophysics,0,1,0,0.46
p-0519,3,Early Universe Galaxies,astrophysics,0,4,1,0.47
p-0520,6,Graviational Lens Modelling,astrophysics,1,1,0,0.4
p-0520,6,Graviational Lens Modelling,astrophysics,1,4,1,0.6
p-0521,13,Rust,coding,0,1,0,0.36
p-0521,13,Rust,coding,0,4,1,0.15
p-0522,7,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0522,7,Internal Temperature of Stars,brainteasers,0,4,1,0.96
p-0523,5,Graviational Lens Modelling,astrophysics,1,1,0,0.45
p-0523,5,Graviational Lens Modelling,astrophysics,1,4,1,0.45
p-0524,3,Early Universe Galaxies,astrophysics,0,1,0,0.77
p-0524,3,Early Universe Galaxies,astrophysics,0,4,1,0.92
p-0525,1,Bergs,brainteasers,1,1,0,0.75
p-0525,1,Bergs,brainteasers,1,4,1,0.65
p-0526,23,Switch,brainteasers,0,1,0,0.65
p-0526,23,Switch,brainteasers,0,4,1,0.75
p-0527,2,Bergs,brainteasers,1,1,0,0.43
p-0527,2,Bergs,brainteasers,1,4,1,0.55
p-0528,11,Little Red Dots,astrophysics,0,1,0,0.54
p-0528,11,Little Red Dots,astrophysics,0,4,1,0.6
p-0529,21,Probability puzzle,brainteasers,1,1,0,0.01
p-0529,21,Probability puzzle,brainteasers,1,4,1,0.3
p-0530,22,Probability puzzle,brainteasers,0,1,0,0.5
p-0530,22,Probability puzzle,brainteasers,0,4,1,0.3
p-0531,1,Bergs,brainteasers,0,1,0,0.41
p-0531,1,Bergs,brainteasers,0,4,1,0.46
p-0532,1,Bergs,brainteasers,1,1,0,0.09
p-0532,1,Bergs,brainteasers,1,4,1,0.1
p-0533,10,Large Linear Structure,astrophysics,1,1,0,0.2
p-0533,10,Large Linear Structure,astrophysics,1,4,1,0.3
p-0534,2,Bergs,brainteasers,0,1,0,0.39
p-0534,2,Bergs,brainteasers,0,4,1,0.32
p-0535,18,ORM library,coding,1,1,0,0.7
p-0535,18,ORM library,coding,1,4,1,0.68
p-0536,12,Little Red Dots,astrophysics,0,1,0,0.6
p-0536,12,Little Red Dots,astrophysics,0,4,1,0.7
p-0537,19,Prefix-sum,coding,0,1,0,0.2
p-0537,19,Prefix-sum,coding,0,4,1,0.01
p-0538,16,Database deletion,coding,1,1,0,0.89
p-0538,16,Database deletion,coding,1,4,1,0.21
p-0539,6,Graviational Lens Modelling,astrophysics,0,1,0,0.6
p-0539,6,Graviational Lens Modelling,astrophysics,0,4,1,0.82
p-0540,15,Database deletion,coding,0,1,0,0.5
p-0540,15,Database deletion,coding,0,4,1,0.3
p-0541,6,Graviational Lens Modelling,astrophysics,1,1,0,0.7
p-0541,6,Graviational Lens Modelling,astrophysics,1,4,1,0.6
p-0542,22,Probability puzzle,brainteasers,0,1,0,0.1
p-0542,22,Probability puzzle,brainteasers,0,4,1,0.3
p-0543,23,Switch,brainteasers,1,1,0,0.17
p-0543,23,Switch,brainteasers,1,4,1,0.08
p-0544,15,Database deletion,coding,0,1,0,0.55
p-0544,15,Database deletion,coding,0,4,1,0.51
p-0545,8,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0545,8,Internal Temperature of Stars,brainteasers,1,4,1,0.7
p-0546,18,ORM library,coding,0,1,0,0.5
p-0546,18,ORM library,coding,0,4,1,0.58
p-0547,23,Switch,brainteasers,1,1,0,0.7
p-0547,23,Switch,brainteasers,1,4,1,0.3
p-0548,22,Probability puzzle,brainteasers,1,1,0,0.45
p-0548,22,Probability puzzle,brainteasers,1,4,1,0.8
p-0549,3,Early Universe Galaxies,astrophysics,1,1,0,0.65
p-0549,3,Early Universe Galaxies,astrophysics,1,4,1,0.75
p-0550,19,Prefix-sum,coding,0,1,0,0.7
p-0550,19,Prefix-sum,coding,0,4,1,0.95
p-0551,8,Internal Temperature of Stars,brainteasers,1,1,0,0.95
p-0551,8,Internal Temperature of Stars,brainteasers,1,4,1,0.98
p-0552,11,Little Red Dots,astrophysics,1,1,0,0.75
p-0552,11,Little Red Dots,astrophysics,1,4,1,0.8
p-0553,9,Large Linear Structure,astrophysics,1,1,0,0.39
p-0553,9,Large Linear Structure,astrophysics,1,4,1,0.38
p-0554,23,Switch,brainteasers,1,1,0,0.4
p-0554,23,Switch,brainteasers,1,4,1,0.33
p-0555,20,Prefix-sum,coding,0,1,0,0.9
p-0555,20,Prefix-sum,coding,0,4,1,0.95
p-0556,3,Early Universe Galaxies,astrophysics,1,1,0,0.7
p-0556,3,Early Universe Galaxies,astrophysics,1,4,1,0.4
p-0557,22,Probability puzzle,brainteasers,1,1,0,0.7
p-0557,22,Probability puzzle,brainteasers,1,4,1,0.87
p-0558,4,Early Universe Galaxies,astrophysics,1,1,0,0.55
p-0558,4,Early Universe Galaxies,astrophysics,1,4,1,0.8
p-0559,5,Graviational Lens Modelling,astrophysics,0,1,0,0.17
p-0559,5,Graviational Lens Modelling,astrophysics,0,4,1,0.1
p-0560,15,Database deletion,coding,0,1,0,0.56
p-0560,15,Database deletion,coding,0,4,1,0.15
p-0561,2,Bergs,brainteasers,1,1,0,0.4
p-0561,2,Bergs,brainteasers,1,4,1,0.45
p-0562,15,Database deletion,coding,0,1,0,0.5
p-0562,15,Database deletion,coding,0,4,1,0.66
p-0563,8,Internal Temperature of Stars,brainteasers,0,1,0,0.8
p-0563,8,Internal Temperature of Stars,brainteasers,0,4,1,0.9
p-0564,16,Database deletion,coding,0,1,0,0.6
p-0564,16,Database deletion,coding,0,4,1,0.8
p-0565,9,Large Linear Structure,astrophysics,1,1,0,0.4
p-0565,9,Large Linear Structure,astrophysics,1,4,1,0.53
p-0566,12,Little Red Dots,astrophysics,0,1,0,0.52
p-0566,12,Little Red Dots,astrophysics,0,4,1,0.54
p-0567,21,Probability puzzle,brainteasers,1,1,0,0.5
p-0567,21,Probability puzzle,brainteasers,1,4,1,0.5
p-0568,6,Graviational Lens Modelling,astrophysics,0,1,0,0.46
p-0568,6,Graviational Lens Modelling,astrophysics,0,4,1,0.16
p-0569,15,Database deletion,coding,1,1,0,0.01
p-0569,15,Database deletion,coding,1,4,1,0.28
p-0570,2,Bergs,brainteasers,0,1,0,0.01
p-0570,2,Bergs,brainteasers,0,4,1,0.09
p-0571,19,Prefix-sum,coding,0,1,0,0.4
p-0571,19,Prefix-sum,coding,0,4,1,0.38
p-0572,15,Database deletion,coding,1,1,0,0.28
p-0572,15,Database deletion,coding,1,4,1,0.31
p-0573,24,Switch,brainteasers,1,1,0,0.83
p-0573,24,Switch,brainteasers,1,4,1,0.84
p-0574,12,Little Red Dots,astrophysics,0,1,0,0.7
p-0574,12,Little Red Dots,astrophysics,0,4,1,0.6
p-0575,3,Early Universe Galaxies,astrophysics,1,1,0,0.65
p-0575,3,Early Universe Galaxies,astrophysics,1,4,1,0.55
p-0576,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0576,12,Little Red Dots,astrophysics,1,4,1,0.9
p-0577,15,Database deletion,coding,0,1,0,0.85
p-0577,15,Database deletion,coding,0,4,1,0.9
p-0578,12,Little Red Dots,astrophysics,0,1,0,0.5
p-0578,12,Little Red Dots,astrophysics,0,4,1,0.5
p-0579,1,Bergs,brainteasers,0,1,0,0.5
p-0579,1,Bergs,brainteasers,0,4,1,0.6
p-0580,11,Little Red Dots,astrophysics,0,1,0,0.63
p-0580,11,Little Red Dots,astrophysics,0,4,1,0.63
p-0581,14,Rust,coding,1,1,0,0.8
p-0581,14,Rust,coding,1,4,1,0.72
p-0582,23,Switch,brainteasers,1,1,0,0.55
p-0582,23,Switch,brainteasers,1,4,1,0.12
p-0583,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0583,4,Early Universe Galaxies,astrophysics,1,4,1,0.7
p-0584,22,Probability puzzle,brainteasers,1,1,0,0.3
p-0584,22,Probability puzzle,brainteasers,1,4,1,0.6
p-0585,16,Database deletion,coding,1,1,0,0.57
p-0585,16,Database deletion,coding,1,4,1,0.45
p-0586,9,Large Linear Structure,astrophysics,1,1,0,0.25
p-0586,9,Large Linear Structure,astrophysics,1,4,1,0.63
p-0587,5,Graviational Lens Modelling,astrophysics,0,1,0,0.3
p-0587,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0588,23,Switch,brainteasers,1,1,0,0.6
p-0588,23,Switch,brainteasers,1,4,1,0.6
p-0589,6,Graviational Lens Modelling,astrophysics,1,1,0,0.4
p-0589,6,Graviational Lens Modelling,astrophysics,1,4,1,0.55
p-0590,20,Prefix-sum,coding,1,1,0,0.5
p-0590,20,Prefix-sum,coding,1,4,1,0.65
p-0591,9,Large Linear Structure,astrophysics,0,1,0,0.45
p-0591,9,Large Linear Structure,astrophysics,0,4,1,0.54
p-0592,23,Switch,brainteasers,1,1,0,0.95
p-0592,23,Switch,brainteasers,1,4,1,0.01
p-0593,10,Large Linear Structure,astrophysics,1,1,0,0.2
p-0593,10,Large Linear Structure,astrophysics,1,4,1,0.15
p-0594,17,ORM library,coding,1,1,0,0.9
p-0594,17,ORM library,coding,1,4,1,0.54
p-0595,3,Early Universe Galaxies,astrophysics,0,1,0,0.85
p-0595,3,Early Universe Galaxies,astrophysics,0,4,1,0.8
p-0596,18,ORM library,coding,1,1,0,0.56
p-0596,18,ORM library,coding,1,4,1,0.8
p-0597,14,Rust,coding,0,1,0,0.85
p-0597,14,Rust,coding,0,4,1,0.95
p-0598,14,Rust,coding,0,1,0,0.35
p-0598,14,Rust,coding,0,4,1,0.4
p-0599,3,Early Universe Galaxies,astrophysics,0,1,0,0.66
p-0599,3,Early Universe Galaxies,astrophysics,0,4,1,0.33
p-0600,16,Database deletion,coding,0,1,0,0.7
p-0600,16,Database deletion,coding,0,4,1,0.5
p-0601,11,Little Red Dots,astrophysics,1,1,0,0.25
p-0601,11,Little Red Dots,astrophysics,1,4,1,0.2
p-0602,11,Little Red Dots,astrophysics,0,1,0,0.2
p-0602,11,Little Red Dots,astrophysics,0,4,1,0.5
p-0603,11,Little Red Dots,astrophysics,1,1,0,0.6
p-0603,11,Little Red Dots,astrophysics,1,4,1,0.6
p-0604,20,Prefix-sum,coding,1,1,0,0.58
p-0604,20,Prefix-sum,coding,1,4,1,0.75
p-0605,19,Prefix-sum,coding,1,1,0,0.7
p-0605,19,Prefix-sum,coding,1,4,1,0.9
p-0606,6,Graviational Lens Modelling,astrophysics,1,1,0,0.8
p-0606,6,Graviational Lens Modelling,astrophysics,1,4,1,0.73
p-0607,5,Graviational Lens Modelling,astrophysics,1,1,0,0.7
p-0607,5,Graviational Lens Modelling,astrophysics,1,4,1,0.8
p-0608,15,Database deletion,coding,1,1,0,0.44
p-0608,15,Database deletion,coding,1,4,1,0.11
p-0609,22,Probability puzzle,brainteasers,0,1,0,0.5
p-0609,22,Probability puzzle,brainteasers,0,4,1,0.5
p-0610,16,Database deletion,coding,0,1,0,0.95
p-0610,16,Database deletion,coding,0,4,1,0.89
p-0611,13,Rust,coding,1,1,0,0.67
p-0611,13,Rust,coding,1,4,1,0.95
p-0612,2,Bergs,brainteasers,1,1,0,0.7
p-0612,2,Bergs,brainteasers,1,4,1,0.91
p-0613,9,Large Linear Structure,astrophysics,0,1,0,0.98
p-0613,9,Large Linear Structure,astrophysics,0,4,1,0.28
p-0614,7,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0614,7,Internal Temperature of Stars,brainteasers,0,4,1,0.58
p-0615,18,ORM library,coding,1,1,0,0.24
p-0615,18,ORM library,coding,1,4,1,0.46
p-0616,14,Rust,coding,1,1,0,0.55
p-0616,14,Rust,coding,1,4,1,0.9
p-0617,17,ORM library,coding,0,1,0,0.7
p-0617,17,ORM library,coding,0,4,1,0.6
p-0618,13,Rust,coding,1,1,0,0.72
p-0618,13,Rust,coding,1,4,1,0.55
p-0619,7,Internal Temperature of Stars,brainteasers,0,1,0,0.65
p-0619,7,Internal Temperature of Stars,brainteasers,0,4,1,0.84
p-0620,10,Large Linear Structure,astrophysics,0,1,0,0.4
p-0620,10,Large Linear Structure,astrophysics,0,4,1,0.3
p-0621,19,Prefix-sum,coding,1,1,0,0.4
p-0621,19,Prefix-sum,coding,1,4,1,0.1
p-0622,4,Early Universe Galaxies,astrophysics,0,1,0,0.7
p-0622,4,Early Universe Galaxies,astrophysics,0,4,1,0.7
p-0623,11,Little Red Dots,astrophysics,1,1,0,0.57
p-0623,11,Little Red Dots,astrophysics,1,4,1,0.6
p-0624,3,Early Universe Galaxies,astrophysics,1,1,0,0.9
p-0624,3,Early Universe Galaxies,astrophysics,1,4,1,0.85
p-0625,1,Bergs,brainteasers,0,1,0,0.67
p-0625,1,Bergs,brainteasers,0,4,1,0.15
p-0626,19,Prefix-sum,coding,1,1,0,0.51
p-0626,19,Prefix-sum,coding,1,4,1,0.5
p-0627,20,Prefix-sum,coding,0,1,0,0.4
p-0627,20,Prefix-sum,coding,0,4,1,0.01
p-0628,19,Prefix-sum,coding,1,1,0,0.4
p-0628,19,Prefix-sum,coding,1,4,1,0.4
p-0629,7,Internal Temperature of Stars,brainteasers,0,1,0,0.4
p-0629,7,Internal Temperature of Stars,brainteasers,0,4,1,0.25
p-0630,5,Graviational Lens Modelling,astrophysics,0,1,0,0.55
p-0630,5,Graviational Lens Modelling,astrophysics,0,4,1,0.8
p-0631,13,Rust,coding,1,1,0,0.2
p-0631,13,Rust,coding,1,4,1,0.3
p-0632,13,Rust,coding,1,1,0,0.4
p-0632,13,Rust,coding,1,4,1,0.3
p-0633,14,Rust,coding,0,1,0,0.2
p-0633,14,Rust,coding,0,4,1,0.95
p-0634,13,Rust,coding,1,1,0,0.5
p-0634,13,Rust,coding,1,4,1,0.7
p-0635,12,Little Red Dots,astrophysics,1,1,0,0.55
p-0635,12,Little Red Dots,astrophysics,1,4,1,0.7
p-0636,15,Database deletion,coding,1,1,0,0.41
p-0636,15,Database deletion,coding,1,4,1,0.43
p-0637,3,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0637,3,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-0638,6,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0638,6,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0639,1,Bergs,brainteasers,0,1,0,0.5
p-0639,1,Bergs,brainteasers,0,4,1,0.24
p-0640,15,Database deletion,coding,0,1,0,0.28
p-0640,15,Database deletion,coding,0,4,1,0.13
p-0641,12,Little Red Dots,astrophysics,1,1,0,0.38
p-0641,12,Little Red Dots,astrophysics,1,4,1,0.5
p-0642,1,Bergs,brainteasers,0,1,0,0.25
p-0642,1,Bergs,brainteasers,0,4,1,0.85
p-0643,13,Rust,coding,1,1,0,0.7
p-0643,13,Rust,coding,1,4,1,0.87
p-0644,13,Rust,coding,1,1,0,0.5
p-0644,13,Rust,coding,1,4,1,0.45
p-0645,17,ORM library,coding,1,1,0,0.88
p-0645,17,ORM library,coding,1,4,1,0.91
p-0646,2,Bergs,brainteasers,1,1,0,0.7
p-0646,2,Bergs,brainteasers,1,4,1,0.75
p-0647,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0647,4,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-0648,1,Bergs,brainteasers,1,1,0,0.3
p-0648,1,Bergs,brainteasers,1,4,1,0.8
p-0649,16,Database deletion,coding,0,1,0,0.44
p-0649,16,Database deletion,coding,0,4,1,0.41
p-0650,9,Large Linear Structure,astrophysics,0,1,0,0.75
p-0650,9,Large Linear Structure,astrophysics,0,4,1,0.2
p-0651,14,Rust,coding,1,1,0,0.75
p-0651,14,Rust,coding,1,4,1,0.86
p-0652,4,Early Universe Galaxies,astrophysics,1,1,0,0.6
p-0652,4,Early Universe Galaxies,astrophysics,1,4,1,0.93
p-0653,1,Bergs,brainteasers,1,1,0,0.01
p-0653,1,Bergs,brainteasers,1,4,1,0.01
p-0654,18,ORM library,coding,1,1,0,0.66
p-0654,18,ORM library,coding,1,4,1,0.5
p-0655,24,Switch,brainteasers,1,1,0,0.5
p-0655,24,Switch,brainteasers,1,4,1,0.6
p-0656,18,ORM library,coding,1,1,0,0.33
p-0656,18,ORM library,coding,1,4,1,0.77
p-0657,5,Graviational Lens Modelling,astrophysics,0,1,0,0.4
p-0657,5,Graviational Lens Modelling,astrophysics,0,4,1,0.35
p-0658,9,Large Linear Structure,astrophysics,1,1,0,0.5
p-0658,9,Large Linear Structure,astrophysics,1,4,1,0.25
p-0659,21,Probability puzzle,brainteasers,1,1,0,0.35
p-0659,21,Probability puzzle,brainteasers,1,4,1,0.38
p-0660,18,ORM library,coding,1,1,0,0.85
p-0660,18,ORM library,coding,1,4,1,0.99
p-0661,22,Probability puzzle,brainteasers,1,1,0,0.31
p-0661,22,Probability puzzle,brainteasers,1,4,1,0.74
p-0662,17,ORM library,coding,0,1,0,0.93
p-0662,17,ORM library,coding,0,4,1,0.96
p-0663,13,Rust,coding,1,1,0,0.59
p-0663,13,Rust,coding,1,4,1,0.5
p-0664,22,Probability puzzle,brainteasers,0,1,0,0.15
p-0664,22,Probability puzzle,brainteasers,0,4,1,0.01
p-0665,24,Switch,brainteasers,0,1,0,0.62
p-0665,24,Switch,brainteasers,0,4,1,0.7
p-0666,19,Prefix-sum,coding,0,1,0,0.8
p-0666,19,Prefix-sum,coding,0,4,1,0.95
p-0667,6,Graviational Lens Modelling,astrophysics,0,1,0,0.45
p-0667,6,Graviational Lens Modelling,astrophysics,0,4,1,0.38
p-0668,8,Internal Temperature of Stars,brainteasers,1,1,0,0.85
p-0668,8,Internal Temperature of Stars,brainteasers,1,4,1,0.92
p-0669,6,Graviational Lens Modelling,astrophysics,0,1,0,0.35
p-0669,6,Graviational Lens Modelling,astrophysics,0,4,1,0.7
p-0670,9,Large Linear Structure,astrophysics,1,1,0,0.34
p-0670,9,Large Linear Structure,astrophysics,1,4,1,0.5
p-0671,7,Internal Temperature of Stars,brainteasers,1,1,0,0.7
p-0671,7,Internal Temperature of Stars,brainteasers,1,4,1,0.75
p-0672,12,Little Red Dots,astrophysics,0,1,0,0.55
p-0672,12,Little Red Dots,astrophysics,0,4,1,0.85
p-0673,10,Large Linear Structure,astrophysics,1,1,0,0.25
p-0673,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-0674,6,Graviational Lens Modelling,astrophysics,1,1,0,0.4
p-0674,6,Graviational Lens Modelling,astrophysics,1,4,1,0.35
p-0675,8,Internal Temperature of Stars,brainteasers,0,1,0,0.55
p-0675,8,Internal Temperature of Stars,brainteasers,0,4,1,0.7
p-0676,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-0676,9,Large Linear Structure,astrophysics,0,4,1,0.19
p-0677,9,Large Linear Structure,astrophysics,0,1,0,0.4
p-0677,9,Large Linear Structure,astrophysics,0,4,1,0.42
p-0678,19,Prefix-sum,coding,0,1,0,0.1
p-0678,19,Prefix-sum,coding,0,4,1,0.01
p-0679,7,Internal Temperature of Stars,brainteasers,0,1,0,0.8
p-0679,7,Internal Temperature of Stars,brainteasers,0,4,1,0.89
p-0680,9,Large Linear Structure,astrophysics,0,1,0,0.4
p-0680,9,Large Linear Structure,astrophysics,0,4,1,0.6
p-0681,21,Probability puzzle,brainteasers,0,1,0,0.5
p-0681,21,Probability puzzle,brainteasers,0,4,1,0.95
p-0682,24,Switch,brainteasers,0,1,0,0.8
p-0682,24,Switch,brainteasers,0,4,1,0.85
p-0683,17,ORM library,coding,0,1,0,0.65
p-0683,17,ORM library,coding,0,4,1,0.65
p-0684,1,Bergs,brainteasers,1,1,0,0.5
p-0684,1,Bergs,brainteasers,1,4,1,0.5
p-0685,9,Large Linear Structure,astrophysics,1,1,0,0.49
p-0685,9,Large Linear Structure,astrophysics,1,4,1,0.59
p-0686,7,Internal Temperature of Stars,brainteasers,0,1,0,0.9
p-0686,7,Internal Temperature of Stars,brainteasers,0,4,1,0.95
p-0687,15,Database deletion,coding,0,1,0,0.4
p-0687,15,Database deletion,coding,0,4,1,0.3
p-0688,1,Bergs,brainteasers,1,1,0,0.67
p-0688,1,Bergs,brainteasers,1,4,1,0.5
p-0689,9,Large Linear Structure,astrophysics,1,1,0,0.48
p-0689,9,Large Linear Structure,astrophysics,1,4,1,0.5
p-0690,11,Little Red Dots,astrophysics,1,1,0,0.5
p-0690,11,Little Red Dots,astrophysics,1,4,1,0.8
p-0691,23,Switch,brainteasers,0,1,0,0.14
p-0691,23,Switch,brainteasers,0,4,1,0.01
p-0692,7,Internal Temperature of Stars,brainteasers,1,1,0,0.2
p-0692,7,Internal Temperature of Stars,brainteasers,1,4,1,0.2
p-0693,24,Switch,brainteasers,1,1,0,0.01
p-0693,24,Switch,brainteasers,1,4,1,0.16
p-0694,8,Internal Temperature of Stars,brainteasers,1,1,0,0.55
p-0694,8,Internal Temperature of Stars,brainteasers,1,4,1,0.55
p-0695,2,Bergs,brainteasers,1,1,0,0.8
p-0695,2,Bergs,brainteasers,1,4,1,0.81
p-0696,2,Bergs,brainteasers,1,1,0,0.5
p-0696,2,Bergs,brainteasers,1,4,1,0.5
p-0697,15,Database deletion,coding,1,1,0,0.56
p-0697,15,Database deletion,coding,1,4,1,0.22
p-0698,1,Bergs,brainteasers,1,1,0,0.68
p-0698,1,Bergs,brainteasers,1,4,1,0.63
p-0699,3,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0699,3,Early Universe Galaxies,astrophysics,1,4,1,0.45
p-0700,18,ORM library,coding,0,1,0,0.5
p-0700,18,ORM library,coding,0,4,1,0.51
p-0701,23,Switch,brainteasers,1,1,0,0.01
p-0701,23,Switch,brainteasers,1,4,1,0.13
p-0702,20,Prefix-sum,coding,0,1,0,0.4
p-0702,20,Prefix-sum,coding,0,4,1,0.45
p-0703,21,Probability puzzle,brainteasers,1,1,0,0.09
p-0703,21,Probability puzzle,brainteasers,1,4,1,0.5
p-0704,18,ORM library,coding,0,1,0,0.5
